央视频道,#genre#
CCTV12,http://111.8.224.6:8085/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://111.8.224.6:8085/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://111.8.224.6:8085/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://111.8.224.6:8085/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://cg1.hunancatv.cn:9090/live/CCTV16_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=7114844658870775790&srchost=172.16.22.158:8060&gid=VUdUekIjmBFSrvnJArQETQ%3D%3D
CCTV17,http://111.8.224.6:8085/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV1,https://live.9528.eu.org:443/migu/play/608807420/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edcb24260bf69f5e6ce7a2ed0494546f4e01913e78dc71fb5baa8086f860f63c5df
CCTV2,https://live.9528.eu.org:443/migu/play/631780532/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edc2a9108787bb07245a407ffbcfc6013a99a1cbb13eeaae10a717def3e4a18de1a
CCTV3,https://live.9528.eu.org:443/migu/play/624878271/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edcbf2f8a098af2b38625ffed762a03d2479a1cbb13eeaae10a717def3e4a18de1a
CCTV4,https://live.9528.eu.org:443/migu/play/631780421/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edce7bc89feef8cb23fef9a1bfbc9a171299a1cbb13eeaae10a717def3e4a18de1a
CCTV5,https://live.9528.eu.org:443/migu/play/641886683/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edc7779333d5f1155ba11dc96446b9783b59a1cbb13eeaae10a717def3e4a18de1a
CCTV5+,https://live.9528.eu.org:443/migu/play/641886773/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edc8f58f3fd22c82aa6e0d0687979b99db79a1cbb13eeaae10a717def3e4a18de1a
CCTV6,https://live.9528.eu.org:443/migu/play/624878396/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edc0d6156212ed7135b20959e5591abf8c09a1cbb13eeaae10a717def3e4a18de1a
CCTV7,https://live.9528.eu.org:443/migu/play/673168121/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edc09b738a9572a13e6649a0efff30d3f8c9a1cbb13eeaae10a717def3e4a18de1a
CCTV8,https://live.9528.eu.org:443/migu/play/624878356/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edc78b8ffed3e245d0249b3bd6b1d0426309a1cbb13eeaae10a717def3e4a18de1a
CCTV9,https://live.9528.eu.org:443/migu/play/673168140/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edc12964acceb984cceb2ccb42d4838d8e99a1cbb13eeaae10a717def3e4a18de1a
CCTV10,https://live.9528.eu.org:443/migu/play/624878405/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edc541a7bc3ba359a5a5b58bf1f0bc901939a1cbb13eeaae10a717def3e4a18de1a
CCTV11,https://live.9528.eu.org:443/migu/play/667987558/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edc6dda1c4103693e20f865d2f0df6fa0a79a1cbb13eeaae10a717def3e4a18de1a
CCTV12,https://live.9528.eu.org:443/migu/play/673168185/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edcd0ea4d761d8d6f270633d5533786b97f9a1cbb13eeaae10a717def3e4a18de1a
CCTV13,https://live.9528.eu.org:443/migu/play/608807423/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edc8ac0c301c4da109bbecafa8d146afeb79a1cbb13eeaae10a717def3e4a18de1a
CCTV14,https://live.9528.eu.org:443/migu/play/624878440/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edc945a570f335a1df38ccc441c8586f77e9a1cbb13eeaae10a717def3e4a18de1a
CCTV15,https://live.9528.eu.org:443/migu/play/673168223/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edc2face7c04842f9136f24f5b397dd5d269a1cbb13eeaae10a717def3e4a18de1a
CCTV17,https://live.9528.eu.org:443/migu/play/673168256/65487cb8645f394f2567454d221a6c4c2adc1b9417895834e1845bbfeb5d9edcf442e2e93cf6f1ec4ac12002046227299a1cbb13eeaae10a717def3e4a18de1a

CCTV1,http://219.159.194.143:8181/tsfile/live/0001_1.m3u8
CCTV2,http://219.159.194.143:8181/tsfile/live/0002_1.m3u8
CCTV3,http://219.159.194.143:8181/tsfile/live/0003_1.m3u8
CCTV4,http://219.159.194.143:8181/tsfile/live/0004_1.m3u8
CCTV5,http://219.159.194.143:8181/tsfile/live/0005_1.m3u8
CCTV5+,http://219.159.194.143:8181/tsfile/live/0016_1.m3u8
CCTV6,http://219.159.194.143:8181/tsfile/live/0006_1.m3u8
CCTV7,http://219.159.194.143:8181/tsfile/live/0007_1.m3u8
CCTV8,http://219.159.194.143:8181/tsfile/live/0008_1.m3u8
CCTV9,http://219.159.194.143:8181/tsfile/live/0009_1.m3u8
CCTV10,http://219.159.194.143:8181/tsfile/live/0010_1.m3u8
CCTV11,http://219.159.194.143:8181/tsfile/live/0011_1.m3u8
CCTV12,http://219.159.194.143:8181/tsfile/live/0012_1.m3u8
CCTV13,http://219.159.194.143:8181/tsfile/live/0013_1.m3u8
CCTV14,http://219.159.194.143:8181/tsfile/live/0014_1.m3u8
CCTV15,http://219.159.194.143:8181/tsfile/live/0015_1.m3u8
CCTV16,http://219.159.194.143:8181/tsfile/live/1021_1.m3u8
CCTV17,http://219.159.194.143:8181/tsfile/live/0019_1.m3u8


CCTV1,http://124.112.202.94:18888/rtp/238.1.78.166:7200
CCTV2,http://124.112.202.94:18888/rtp/238.1.78.235:7752
CCTV3,http://124.112.202.94:18888/rtp/238.1.78.170:7232
CCTV5,http://124.112.202.94:18888/rtp/238.1.78.171:7240
CCTV5,http://124.112.202.94:18888/rtp/238.1.78.237:7768
CCTV6,http://124.112.202.94:18888/rtp/238.1.78.172:7248
CCTV7,http://124.112.202.94:18888/rtp/238.1.78.239:7784
CCTV8,http://124.112.202.94:18888/rtp/238.1.78.173:7256
CCTV9,http://124.112.202.94:18888/rtp/238.1.78.240:7792
CCTV10,http://124.112.202.94:18888/rtp/238.1.78.241:7800
CCTV11,http://124.112.202.94:18888/rtp/238.1.78.206:7502
CCTV12,http://124.112.202.94:18888/rtp/238.1.78.242:7808
CCTV13,http://124.112.202.94:18888/rtp/238.1.79.35:4392
CCTV14,http://124.112.202.94:18888/rtp/238.1.78.243:7816
CCTV15,http://124.112.202.94:18888/rtp/238.1.78.222:7648
CCTV17,http://124.112.202.94:18888/rtp/238.1.78.178:7296



CCTV1,https://api.livednow.org/migu/608807420?sign=gAAAAABm5t8YAIUOA61Z7aZZnIjsRJNIvrqb_xbDTA62p-HwYqYUqWL14Pr08eSUgJuYbPs6Hgc9DN-k_l1KlZKB3NsLKZwM5kF7Bq1k6PxbXP1CNKHJgbRlSFR0TbYnN8vWBUqsvHh0TBZDraBF3Pe58-wX1r01Dqc8e0OhZYGV1gjSNzT5JBuMFEW3v8b5ABr2C8-UWy_iZL68TP5Ea0SPBnwsSSzZzg%3D%3D
CCTV2,https://api.livednow.org//migu/631780532?sign=gAAAAABm5t8YJzFmxPV8secJka2npZ3nDyWeyhkje_LX5bNLmJOQtG_ods2iXdYaTxlfVx5SOziR705ZVwLNI22zIj_wZS5GU-XTssqNN4ndCgnfzPfev0344iqZS9TdE_9TQ5DuybAS4AeLWsFvIo2gNNQDRINswRJm4WLXUgstwWZQaz2GAus8bZH47E6K8CHAXSaFv_C6EkSnm65jUipqatshdaf7tQ%3D%3D
CCTV3,https://api.livednow.org//migu/624878271?sign=gAAAAABm5t8YJDGmRaVzUBnnmoud8W4BBkcwpfEN5iqdtiglvxujRfbexpBXWyrXB7Zhne8jyOPjIx1uAopMUWkDkKc8kepZal0fWizmDC95gi4Q7y8E3S7WmlZ8wkCJgClfpNFl1vEIKIsqsAEu5U63dRRytLpxGWpvS4AFEWZJ9LI_s2zxd6-SkV4S2t94W2FdAHQrfY25TpytrbIjcieOiKUazrTBUQ%3D%3D
CCTV4,https://api.livednow.org//migu/631780421?sign=gAAAAABm5t8YaaWq6XpQ1DLYEs5fGvYuGSHp-Pi90i6KU8uNCDYJr6YT7xLowvhh2d-onXvu5LCYGfzmErMiyzgiNV8APg8dq1h5MYg4qH7Wc-R03i5u1dPF4WzTLeQtJFfOWJeKqXdUxDGvwxZG3Ww8eZk-wB9eIZO7FmFghp3LizNcf8TvgFbLbop08PUbDmg_Qki92ONKCXA77AO31VXIrNMtwkWEFg%3D%3D
CCTV5,https://api.livednow.org//migu/641886683?sign=gAAAAABm5t8Yd826398eBlu45hw142WmhDqLSHnuJsGkXq4l9U3Hj1Gro2k1BZrx_B57jVJMaFVlWMw_heV01kyAFQn2Ol2sfFGQB-wWgEblFtiP5WWxYPF5razA3z_MfUZEwVogKBB51-E4ZvOJ9Zfj2wC8gl144Mi643rZgbon5fB29lfbZ2lW6JZEommQDluoJs1rH5LJ_D2E9RR7du7reuJ6JrguIg%3D%3D
CCTV5+,https://api.livednow.org//migu/641886773?sign=gAAAAABm5t8YTFW1nqCwGwf23oQufwOhh_ceQccVIp__BiSJpKlFqRACncnlNAnLSz7La7JJIsNekuGyQMTO69pb5zKvjEHloWrV1KqSM2wJtKeKokq0RI2xKlvEDuKyb6lheFvvKBdg3PENNTWoUivVovPmIKyCIGlLhmVpW_8BNGYpoR8qywut9oUEy7avuRokkWAZUeSQrNUH0Zsnk_6oWBoEOPtsPw%3D%3D
CCTV6,https://api.livednow.org//migu/624878396?sign=gAAAAABm5t8YBVosmg0gLV6vzxF7v7-fsDuhKCCCg2btaUt0D9H7i8oditmQDIQVXPY2lkD-4d1p3WB8ruywofMv85m1EDVoPbDhi-3ol9SXOiIgJz_ABgn6kRvyEnQJx0PKAkVCJDijI2VtoHZao-E99x5GJN1bApTSk6nXLyMaWBzuUkks0ppVDnqnTIkVFRcdbuojrA6-c5AqJT3XBgGsm6JhVbDwMQ%3D%3D
CCTV7,https://api.livednow.org//migu/673168121?sign=gAAAAABm5t8YrVA_8HpvNMKFzEU8nmpaGXsvJcQlspzYFqJMqzVlE2aFkusC2yNeCSoLI2pZ4g8XeiZJ5dMVqpY7RrqSlhdhMCoNtbBHAGfmNp8BoYgbc4PB9ofz9o1OvoZMnr0TWgpu8zG4Xbb3fUwK0Hni2OSFUDubnCUye37mPzFWp3a5Gv7gM2QMSUFo9REKCxUC3_kxuwjvQSVJA6hTVDVnxzpUpw%3D%3D
CCTV8,https://api.livednow.org//migu/624878356?sign=gAAAAABm5t8Ya2HxQTeI5dU0NLftpEyvAMI9EJsyyb7as7EjH0eRuIyzBLVXF1W_UoxFTFczwreUbzen9XJTARfoPlPbc1lU2kSb3dKk7U-Vs8aNf1xJ0Pv4axh8zJH6Uhn47aQBnKiffIBUGt-t_5yqSJtKx-qT524ZjOn6HApKp-6QcqQdIGeq5RFIOZvsP2TiktsF5NH8W6GwYZiRHQHHfZ8NvXCXKw%3D%3D
CCTV9,https://api.livednow.org//migu/673168140?sign=gAAAAABm5t8YO_tFlnAlxaBo9HBxBBlMmfb3T0CZhj3ocKaaMAntZcs_Xx6ymYbvT4oWUb52gYW3t3grK6MqTZNNbbPMH_DadaFkxMpliAP1gGrWH1zYRuY-frGKkC5WR3hNebbIQpoF8rci5ZXy6UT33ik5u7LGb894u2EprN5jFOg0pqNdoocQW-ubYY5KW1wR37OHwyau8hI631bvneqcbAjCXVte1g%3D%3D
CCTV10,https://api.livednow.org//migu/624878405?sign=gAAAAABm5t8YTuofx-1Fg01SjfrS2S6E8lDmguIgdO5zlfWogB55VPq5ZLvrZB6ISeXFkJJ2dbwRmTBqYFME1r5VuFNCKfK33_xkzo08Jx_uJOa0tapPcIWQpgN2z1xVEhidqV5q46egEm3UkEGc02x9W614HoAQTikgB6CYRtcqSiD0a7jKrJCUzIi_7iuFAe35hcgXDUMnipDXTIH8eWqoEtJ6eij8FA%3D%3D
CCTV11,https://api.livednow.org//migu/667987558?sign=gAAAAABm5t8YJ7mNN3EIsJOQNyhI28NtKmem0BHMo8w2fgaeUJP6CYgQpprIyC5lliZM6YnzMj5uzNebYkKmaUua9b1XPhLYz927ckgj9YdegfulOrKhnM_yc_6MaqjglYCyIDSWYHB8-WSjaC-jztdiTqSHJzHWD8aGon2w0ImNSkm-tLiRK-RzyfI7G_lj23gNPIad43TG8Cjr0bB9X4NDDDHIfa8x4w%3D%3D
CCTV12,https://api.livednow.org//migu/673168185?sign=gAAAAABm5t8Y0e4jnXRXe5DqGDnvtMLXShQmO5xmMDUkroavmPOoDdmm4dnXUkNOaplPZLrL-DtwuT4kCDXZftoxZEWSrLs-0FAnWWGHmjOuDYLddhlvdIIYWraQauYisJh-8FgRE2lqfKYp8lUCKRMnNoZuCru_0BwIywmi4CknTzpN5mzZGRI9t8ftLffBLGlrpRMqEf3qpyQ69wdqpD8mMVl_Q8UnZQ%3D%3D
CCTV13,https://api.livednow.org//migu/608807423?sign=gAAAAABm5t8Yifyb1wsTwU_i7WWDcVz5xi78NJot7fLYt2VQlK4hu9y4VhsGPGD20-5zqfLyOF6Gz-cxYcdiRWPy76emMfZbrprJi2xyUJ9X6sga-tu1ncGJIOf1pS1Xa9afEhLHvajGI6UY6otze3GT_nh-ftKPfm43Y-ZgwZbdQYA9-_nw0nXqZEm2zWaznZF-CVHCTUdfr8kENVfvUEZP4de7jDx5gA%3D%3D
CCTV14,https://api.livednow.org//migu/624878440?sign=gAAAAABm5t8Yv30zFQ10C21dWvQfF5c-yejdCBvZVnq7HRzYIsxGjYj8WpJPRg1AV5ompxUb9q8mDg7HO4hHD8HgcdhCpqpIIFE8O8fH_QbrmLHCR2cMHzgHM5BD9s9TeaHcbcPQzcDWK293VyqYvZwhC29jhmDYqD4j4YJh_-pFDb3m-KWpYCQvxm_S-eLfK6KstHowGjqDCYFrwrA66Jd3CP0SfOLpCA%3D%3D
CCTV15,https://api.livednow.org//migu/673168223?sign=gAAAAABm5t8YzbkH9F9HU6kf9qI6EGK6d1_I40dutkVbAh649nZlavYGqXCP5EAbeEObnxnLqpnSn8hpWK4Xleyr-K8ajgo5Bj5YzpvGzcr--wylxEkOBoqqUbaUlPnFNxDKmwDYM7AGwFBRLmgJD3y91jMEAJKAdDu-p4W_6dLWYHSQIr9ZtFgXMK9fwfIbxUVzJ6yArAdyCGWt2az5ps2lXN4UuB0wAA%3D%3D
CCTV16,http://cg1.hunancatv.cn:9090/live/CCTV16_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=7114844658870775790&srchost=172.16.22.158:8060&gid=VUdUekIjmBFSrvnJArQETQ%3D%3D
CCTV17,https://api.livednow.org//migu/673168256?sign=gAAAAABm5t8YbiReEja19tXEgKEzZdb5bHylskxCdypwPtG7QEDUtkjG3eqiCl9rZaAtNwwp5DYq3_YRSiHrmMfyzJXcb7EVHYzvJkOIpoFUC8RyYwYrvcTa3AkRamdt9iNi4sNUsmrpe7bWO0CoC0JvhmAaKVAGCyRON7a-h2GST9VcY4GfylPyhgBDqbZKKqnrADw2q61dOBcflo9WoR5WD4LdPthPMA%3D%3D
CCTV-4欧洲,https://api.livednow.org//migu/608807419?sign=gAAAAABm5t8Y_a7WTTTiFH1-MVPTvgHx5kV722CfxkU1QeXDVBfWvNOna63lZeBQKqEuJu_LmxkFPqbEnaZ-pYx7xXItTu9_zjTsrnmHesaLY-vaGAycKAfKrp7dosljWwVDBpOhprH313eGNmVzie7_LMx7jHH7T9h9JrT436RxdcR3GRpuh7g3bdO9r9lG4kloIYrYCuaLJ1bq2h6V54Ssq5XkqELqTg%3D%3D
CCTV-4美洲,https://api.livednow.org//migu/608807416?sign=gAAAAABm5t8YT-WfRMfcaHyS0YVKgkPvTpz9DkTomNRQ5V-R6vcNISk9WTbKaxe0Akzc4mz3G-ue4x34Wbu2CET6SFtvD28nJl0fNWbw81K5OUFWyOHQYZsvL3GJOdcxD5sYT3CiHoTNUayRxDwY8LZ8U3BRUAs59lhN3HaqLZ7rIXgSgERzCSVIQbqbDVTjsPuHuRLvm37vlFgtHaPLyW4NDaOkwact-Q%3D%3D

CCTV1,http://101.200.122.188/tv/migu688.php?id=cctv1
CCTV2,http://101.200.122.188/tv/migu688.php?id=cctv2
CCTV3,http://101.200.122.188/tv/migu688.php?id=cctv3
CCTV4,http://101.200.122.188/tv/migu688.php?id=cctv4
CCTV5,http://101.200.122.188/tv/migu688.php?id=cctv5
CCTV5+,http://101.200.122.188/tv/migu688.php?id=cctv5p
CCTV6,http://101.200.122.188/tv/migu688.php?id=cctv6
CCTV6,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://101.200.122.188/tv/migu688.php?id=cctv7
CCTV8,http://101.200.122.188/tv/migu688.php?id=cctv8
CCTV9,http://101.200.122.188/tv/migu688.php?id=cctv9
CCTV10,http://101.200.122.188/tv/migu688.php?id=cctv10
CCTV11,http://101.200.122.188/tv/migu688.php?id=cctv11
CCTV12,http://101.200.122.188/tv/migu688.php?id=cctv12
CCTV13,http://101.200.122.188/tv/migu688.php?id=cctv13
CCTV14,http://101.200.122.188/tv/migu688.php?id=cctv14
CCTV15,http://101.200.122.188/tv/migu688.php?id=cctv15
CCTV16,https://dd.ddzb.fun/php/fjgd.php?id=cctv16
CCTV17,http://101.200.122.188/tv/migu688.php?id=cctv17
CCTV4美洲,http://101.200.122.188/tv/migu688.php?id=cctv4a
CCTV4欧洲,http://101.200.122.188/tv/migu688.php?id=cctv4o


CCTV4K,http://1.83.124.195:8888/udp/239.111.205.38:5140


CCTV3,http://cg2.hunancatv.cn:9090/live/CCTV3_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536340111081&srchost=172.16.22.158:8060&gid=Qbtt%2FCKbgL%2BLEf0MZG39hA%3D%3D
CCTV6,http://cg2.hunancatv.cn:9090/live/CCTV6_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604313525&srchost=172.16.22.158:8060&gid=V3LTBBfcYZulwh7V0sv5AQ%3D%3D
CCTV7,http://cg12.hunancatv.cn:9090/live/CCTV7_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604329661&srchost=172.16.22.158:8060&gid=eFqmKmi9go09HRyf6VKwAw%3D%3D
CCTV9,http://cg12.hunancatv.cn:9090/live/CCTV9_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604329766&srchost=172.16.22.158:8060&gid=U7%2BVGAF84QxZywxmiS%2FHeQ%3D%3D
CCTV10,http://cg5.hunancatv.cn:9090/live/CCTV10_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604329885&srchost=172.16.22.158:8060&gid=Gk0HzCG8BXiSrBmHRSwyug%3D%3D
CCTV11,http://cg11.hunancatv.cn:9090/live/CCTV-11_2000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604330272&srchost=172.16.22.158:8060&gid=hbuKVaSO%2BKICjuNGP%2BRDKw%3D%3D
CCTV12,http://cg5.hunancatv.cn:9090/live/CCTV12_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604330421&srchost=172.16.22.158:8060&gid=OmtDC3eYy9sWVadN8dzkIw%3D%3D
CCTV15,http://cg0.hunancatv.cn:9090/live/CCTV-15_2000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604330647&srchost=172.16.22.158:8060&gid=wVe7da5Clx2OXnh1HZiivw%3D%3D
CCTV16,http://cg1.hunancatv.cn:9090/live/CCTV16_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=7114844658870775790&srchost=172.16.22.158:8060&gid=VUdUekIjmBFSrvnJArQETQ%3D%3D
CCTV17,http://cg1.hunancatv.cn:9090/live/CCTV17_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604330031&srchost=172.16.22.158:8060&gid=ZZpW6kjLlI21prSal24AuA%3D%3D


CCTV1,http://58.19.38.162:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://58.19.38.162:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://58.19.38.162:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://58.19.38.162:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://58.19.38.162:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://58.19.38.162:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://58.19.38.162:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://58.19.38.162:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://58.19.38.162:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://58.19.38.162:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://58.19.38.162:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://58.19.38.162:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://58.19.38.162:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0


